"sub"	"vax"	"choice"	"covid_vax_attitude"
629	"Moderna"	1	"Pro"
629	"CanSino Biologics"	1	"Pro"
629	"AstraZeneca"	1	"Pro"
629	"Novavax"	1	"Pro"
629	"BioNTech/Pfizer"	1	"Pro"
630	"Bharat Biotech"	0	"Anti"
630	"Sinovac"	0	"Anti"
630	"AstraZeneca"	0	"Anti"
630	"Novavax"	0	"Anti"
630	"Moderna"	0	"Anti"
630	"CanSino Biologics"	0	"Anti"
630	"Johnson & Johnson"	0	"Anti"
630	"BioNTech/Pfizer"	0	"Anti"
631	"Sinovac"	0	"Anti"
631	"Bharat Biotech"	0	"Anti"
631	"AstraZeneca"	0	"Anti"
631	"Novavax"	0	"Anti"
631	"Moderna"	0	"Anti"
631	"Johnson & Johnson"	0	"Anti"
631	"CanSino Biologics"	0	"Anti"
631	"BioNTech/Pfizer"	0	"Anti"
632	"Bharat Biotech"	0	"Anti"
632	"Sinovac"	0	"Anti"
632	"Johnson & Johnson"	0	"Anti"
632	"Novavax"	0	"Anti"
632	"Moderna"	0	"Anti"
632	"BioNTech/Pfizer"	0	"Anti"
632	"CanSino Biologics"	0	"Anti"
632	"AstraZeneca"	0	"Anti"
633	"AstraZeneca"	1	"Pro"
633	"CanSino Biologics"	0	"Pro"
633	"BioNTech/Pfizer"	1	"Pro"
633	"Bharat Biotech"	0	"Pro"
633	"Novavax"	1	"Pro"
633	"Moderna"	0	"Pro"
633	"Sinovac"	0	"Pro"
633	"Johnson & Johnson"	1	"Pro"
634	"Sinovac"	0	"Pro"
634	"Moderna"	0	"Pro"
634	"AstraZeneca"	1	"Pro"
634	"CanSino Biologics"	1	"Pro"
634	"Johnson & Johnson"	1	"Pro"
634	"Novavax"	1	"Pro"
634	"BioNTech/Pfizer"	0	"Pro"
634	"Bharat Biotech"	1	"Pro"
635	"Bharat Biotech"	0	"Anti"
635	"Moderna"	0	"Anti"
635	"CanSino Biologics"	0	"Anti"
635	"Sinovac"	0	"Anti"
635	"AstraZeneca"	0	"Anti"
635	"Novavax"	0	"Anti"
635	"BioNTech/Pfizer"	0	"Anti"
635	"Johnson & Johnson"	0	"Anti"
636	"Novavax"	1	"Pro"
636	"Johnson & Johnson"	0	"Pro"
636	"Bharat Biotech"	0	"Pro"
636	"CanSino Biologics"	0	"Pro"
636	"Sinovac"	0	"Pro"
636	"BioNTech/Pfizer"	1	"Pro"
636	"Moderna"	1	"Pro"
636	"AstraZeneca"	0	"Pro"
637	"CanSino Biologics"	0	"Pro"
637	"Moderna"	1	"Pro"
637	"BioNTech/Pfizer"	1	"Pro"
637	"Johnson & Johnson"	0	"Pro"
637	"Sinovac"	0	"Pro"
637	"Bharat Biotech"	1	"Pro"
637	"Novavax"	0	"Pro"
637	"AstraZeneca"	0	"Pro"
638	"BioNTech/Pfizer"	1	"Neutral"
638	"Moderna"	0	"Neutral"
638	"Novavax"	0	"Neutral"
638	"Sinovac"	0	"Neutral"
638	"Johnson & Johnson"	0	"Neutral"
638	"CanSino Biologics"	0	"Neutral"
638	"AstraZeneca"	0	"Neutral"
638	"Bharat Biotech"	0	"Neutral"
639	"Moderna"	1	"Neutral"
639	"Sinovac"	0	"Neutral"
639	"CanSino Biologics"	0	"Neutral"
639	"BioNTech/Pfizer"	1	"Neutral"
639	"Novavax"	1	"Neutral"
639	"Bharat Biotech"	0	"Neutral"
639	"AstraZeneca"	0	"Neutral"
639	"Johnson & Johnson"	0	"Neutral"
640	"BioNTech/Pfizer"	0	"Anti"
640	"CanSino Biologics"	0	"Anti"
640	"Johnson & Johnson"	0	"Anti"
640	"Sinovac"	0	"Anti"
640	"Bharat Biotech"	0	"Anti"
640	"Moderna"	0	"Anti"
640	"Novavax"	0	"Anti"
640	"AstraZeneca"	0	"Anti"
641	"BioNTech/Pfizer"	1	"Neutral"
641	"Johnson & Johnson"	0	"Neutral"
641	"CanSino Biologics"	0	"Neutral"
641	"Sinovac"	0	"Neutral"
641	"Moderna"	0	"Neutral"
641	"Bharat Biotech"	0	"Neutral"
641	"Novavax"	0	"Neutral"
641	"AstraZeneca"	0	"Neutral"
642	"AstraZeneca"	0	"Neutral"
642	"CanSino Biologics"	0	"Neutral"
642	"BioNTech/Pfizer"	0	"Neutral"
642	"Moderna"	0	"Neutral"
642	"Novavax"	1	"Neutral"
642	"Sinovac"	0	"Neutral"
642	"Johnson & Johnson"	1	"Neutral"
642	"Bharat Biotech"	1	"Neutral"
643	"AstraZeneca"	0	"Neutral"
643	"Novavax"	1	"Neutral"
643	"BioNTech/Pfizer"	0	"Neutral"
643	"Moderna"	0	"Neutral"
643	"CanSino Biologics"	0	"Neutral"
643	"Johnson & Johnson"	0	"Neutral"
643	"Bharat Biotech"	1	"Neutral"
643	"Sinovac"	0	"Neutral"
644	"CanSino Biologics"	0	"Neutral"
644	"AstraZeneca"	0	"Neutral"
644	"Novavax"	0	"Neutral"
644	"Moderna"	1	"Neutral"
644	"BioNTech/Pfizer"	1	"Neutral"
644	"Sinovac"	0	"Neutral"
644	"Bharat Biotech"	1	"Neutral"
644	"Johnson & Johnson"	0	"Neutral"
645	"Bharat Biotech"	1	"Neutral"
645	"BioNTech/Pfizer"	0	"Neutral"
645	"CanSino Biologics"	0	"Neutral"
645	"Novavax"	0	"Neutral"
645	"Sinovac"	0	"Neutral"
645	"Moderna"	0	"Neutral"
645	"AstraZeneca"	0	"Neutral"
645	"Johnson & Johnson"	0	"Neutral"
646	"BioNTech/Pfizer"	1	"Neutral"
646	"AstraZeneca"	0	"Neutral"
646	"Sinovac"	0	"Neutral"
646	"Johnson & Johnson"	1	"Neutral"
646	"Novavax"	1	"Neutral"
646	"Bharat Biotech"	1	"Neutral"
646	"CanSino Biologics"	0	"Neutral"
646	"Moderna"	1	"Neutral"
647	"Novavax"	1	"Anti"
647	"AstraZeneca"	1	"Anti"
647	"CanSino Biologics"	0	"Anti"
647	"Sinovac"	0	"Anti"
647	"Moderna"	1	"Anti"
647	"BioNTech/Pfizer"	1	"Anti"
647	"Johnson & Johnson"	1	"Anti"
647	"Bharat Biotech"	1	"Anti"
648	"Sinovac"	0	"Neutral"
648	"CanSino Biologics"	0	"Neutral"
648	"AstraZeneca"	1	"Neutral"
648	"Novavax"	1	"Neutral"
648	"BioNTech/Pfizer"	1	"Neutral"
648	"Johnson & Johnson"	0	"Neutral"
648	"Bharat Biotech"	1	"Neutral"
648	"Moderna"	1	"Neutral"
649	"CanSino Biologics"	0	"Anti"
649	"Moderna"	0	"Anti"
649	"Novavax"	1	"Anti"
649	"Johnson & Johnson"	0	"Anti"
649	"Bharat Biotech"	1	"Anti"
649	"AstraZeneca"	0	"Anti"
649	"Sinovac"	0	"Anti"
649	"BioNTech/Pfizer"	0	"Anti"
650	"CanSino Biologics"	0	"Anti"
650	"Novavax"	0	"Anti"
650	"Sinovac"	0	"Anti"
650	"Moderna"	0	"Anti"
650	"BioNTech/Pfizer"	0	"Anti"
650	"Bharat Biotech"	0	"Anti"
650	"AstraZeneca"	0	"Anti"
650	"Johnson & Johnson"	0	"Anti"
651	"CanSino Biologics"	0	"Anti"
651	"AstraZeneca"	0	"Anti"
651	"Bharat Biotech"	1	"Anti"
651	"Johnson & Johnson"	0	"Anti"
651	"Novavax"	0	"Anti"
651	"Sinovac"	0	"Anti"
651	"Moderna"	0	"Anti"
651	"BioNTech/Pfizer"	0	"Anti"
652	"Johnson & Johnson"	0	"Neutral"
652	"Novavax"	0	"Neutral"
652	"BioNTech/Pfizer"	1	"Neutral"
652	"CanSino Biologics"	0	"Neutral"
652	"AstraZeneca"	1	"Neutral"
652	"Sinovac"	0	"Neutral"
652	"Moderna"	1	"Neutral"
652	"Bharat Biotech"	1	"Neutral"
653	"Novavax"	1	"Anti"
653	"Moderna"	0	"Anti"
653	"AstraZeneca"	0	"Anti"
653	"BioNTech/Pfizer"	0	"Anti"
653	"Johnson & Johnson"	0	"Anti"
653	"Sinovac"	0	"Anti"
653	"Bharat Biotech"	1	"Anti"
653	"CanSino Biologics"	0	"Anti"
654	"Johnson & Johnson"	0	"Neutral"
654	"Moderna"	1	"Neutral"
654	"Bharat Biotech"	0	"Neutral"
654	"AstraZeneca"	0	"Neutral"
654	"CanSino Biologics"	0	"Neutral"
654	"BioNTech/Pfizer"	0	"Neutral"
654	"Novavax"	0	"Neutral"
654	"Sinovac"	0	"Neutral"
655	"BioNTech/Pfizer"	0	"Anti"
655	"Bharat Biotech"	0	"Anti"
655	"CanSino Biologics"	0	"Anti"
655	"AstraZeneca"	0	"Anti"
655	"Johnson & Johnson"	0	"Anti"
655	"Moderna"	0	"Anti"
655	"Novavax"	0	"Anti"
655	"Sinovac"	0	"Anti"
656	"CanSino Biologics"	0	"Neutral"
656	"AstraZeneca"	0	"Neutral"
656	"Moderna"	0	"Neutral"
656	"Bharat Biotech"	0	"Neutral"
656	"BioNTech/Pfizer"	0	"Neutral"
656	"Sinovac"	0	"Neutral"
656	"Johnson & Johnson"	0	"Neutral"
656	"Novavax"	0	"Neutral"
657	"Johnson & Johnson"	0	"Neutral"
657	"AstraZeneca"	0	"Neutral"
657	"Moderna"	0	"Neutral"
657	"BioNTech/Pfizer"	0	"Neutral"
657	"Bharat Biotech"	1	"Neutral"
657	"Novavax"	0	"Neutral"
657	"CanSino Biologics"	0	"Neutral"
657	"Sinovac"	0	"Neutral"
658	"BioNTech/Pfizer"	0	"Anti"
658	"Novavax"	0	"Anti"
658	"AstraZeneca"	1	"Anti"
658	"CanSino Biologics"	0	"Anti"
658	"Bharat Biotech"	0	"Anti"
658	"Johnson & Johnson"	0	"Anti"
658	"Sinovac"	0	"Anti"
658	"Moderna"	0	"Anti"
659	"Johnson & Johnson"	0	"Anti"
659	"BioNTech/Pfizer"	0	"Anti"
659	"Sinovac"	0	"Anti"
659	"Novavax"	0	"Anti"
659	"Moderna"	0	"Anti"
659	"CanSino Biologics"	0	"Anti"
659	"AstraZeneca"	0	"Anti"
659	"Bharat Biotech"	0	"Anti"
660	"CanSino Biologics"	0	"Neutral"
660	"Johnson & Johnson"	1	"Neutral"
660	"Moderna"	1	"Neutral"
660	"Bharat Biotech"	0	"Neutral"
660	"Sinovac"	0	"Neutral"
660	"AstraZeneca"	1	"Neutral"
660	"Novavax"	1	"Neutral"
660	"BioNTech/Pfizer"	1	"Neutral"
661	"Johnson & Johnson"	0	"Anti"
661	"AstraZeneca"	0	"Anti"
661	"CanSino Biologics"	0	"Anti"
661	"Moderna"	0	"Anti"
661	"Sinovac"	0	"Anti"
661	"Bharat Biotech"	0	"Anti"
661	"Novavax"	0	"Anti"
661	"BioNTech/Pfizer"	0	"Anti"
662	"CanSino Biologics"	0	"Anti"
662	"Sinovac"	0	"Anti"
662	"Moderna"	0	"Anti"
662	"AstraZeneca"	0	"Anti"
662	"Novavax"	0	"Anti"
662	"BioNTech/Pfizer"	0	"Anti"
662	"Bharat Biotech"	0	"Anti"
662	"Johnson & Johnson"	0	"Anti"
663	"Bharat Biotech"	1	"Anti"
663	"CanSino Biologics"	0	"Anti"
663	"Sinovac"	0	"Anti"
663	"BioNTech/Pfizer"	0	"Anti"
663	"AstraZeneca"	0	"Anti"
663	"Johnson & Johnson"	0	"Anti"
663	"Moderna"	0	"Anti"
663	"Novavax"	1	"Anti"
664	"Bharat Biotech"	0	"Anti"
664	"Moderna"	1	"Anti"
664	"Sinovac"	0	"Anti"
664	"Johnson & Johnson"	0	"Anti"
664	"Novavax"	0	"Anti"
664	"BioNTech/Pfizer"	0	"Anti"
664	"CanSino Biologics"	0	"Anti"
664	"AstraZeneca"	0	"Anti"
665	"Sinovac"	0	"Neutral"
665	"BioNTech/Pfizer"	1	"Neutral"
665	"AstraZeneca"	0	"Neutral"
665	"Moderna"	1	"Neutral"
665	"Johnson & Johnson"	0	"Neutral"
665	"CanSino Biologics"	0	"Neutral"
665	"Bharat Biotech"	0	"Neutral"
665	"Novavax"	0	"Neutral"
666	"Bharat Biotech"	0	"Neutral"
666	"CanSino Biologics"	0	"Neutral"
666	"Moderna"	1	"Neutral"
666	"BioNTech/Pfizer"	1	"Neutral"
666	"Sinovac"	0	"Neutral"
666	"AstraZeneca"	1	"Neutral"
666	"Johnson & Johnson"	0	"Neutral"
666	"Novavax"	1	"Neutral"
667	"BioNTech/Pfizer"	0	"Anti"
667	"Johnson & Johnson"	0	"Anti"
667	"CanSino Biologics"	0	"Anti"
667	"Bharat Biotech"	0	"Anti"
667	"Sinovac"	0	"Anti"
667	"AstraZeneca"	0	"Anti"
667	"Moderna"	0	"Anti"
667	"Novavax"	0	"Anti"
668	"AstraZeneca"	0	"Neutral"
668	"Bharat Biotech"	0	"Neutral"
668	"Johnson & Johnson"	0	"Neutral"
668	"BioNTech/Pfizer"	0	"Neutral"
668	"Moderna"	0	"Neutral"
668	"Sinovac"	0	"Neutral"
668	"Novavax"	0	"Neutral"
668	"CanSino Biologics"	0	"Neutral"
669	"Bharat Biotech"	0	"Neutral"
669	"CanSino Biologics"	0	"Neutral"
669	"Novavax"	0	"Neutral"
669	"BioNTech/Pfizer"	1	"Neutral"
669	"Moderna"	1	"Neutral"
669	"Johnson & Johnson"	0	"Neutral"
669	"AstraZeneca"	0	"Neutral"
669	"Sinovac"	0	"Neutral"
670	"AstraZeneca"	0	"Pro"
670	"Moderna"	0	"Pro"
670	"Bharat Biotech"	1	"Pro"
670	"BioNTech/Pfizer"	1	"Pro"
670	"Johnson & Johnson"	0	"Pro"
670	"CanSino Biologics"	0	"Pro"
670	"Novavax"	0	"Pro"
670	"Sinovac"	0	"Pro"
671	"CanSino Biologics"	0	"Anti"
671	"Moderna"	0	"Anti"
671	"BioNTech/Pfizer"	0	"Anti"
671	"Bharat Biotech"	0	"Anti"
671	"Sinovac"	0	"Anti"
671	"Novavax"	0	"Anti"
671	"Johnson & Johnson"	0	"Anti"
671	"AstraZeneca"	0	"Anti"
672	"Sinovac"	0	"Anti"
672	"Moderna"	0	"Anti"
672	"Novavax"	0	"Anti"
672	"CanSino Biologics"	0	"Anti"
672	"Bharat Biotech"	1	"Anti"
672	"BioNTech/Pfizer"	1	"Anti"
672	"Johnson & Johnson"	0	"Anti"
672	"AstraZeneca"	0	"Anti"
673	"Novavax"	1	"Pro"
673	"Moderna"	1	"Pro"
673	"Bharat Biotech"	1	"Pro"
673	"AstraZeneca"	1	"Pro"
673	"BioNTech/Pfizer"	1	"Pro"
673	"Johnson & Johnson"	1	"Pro"
673	"CanSino Biologics"	1	"Pro"
673	"Sinovac"	0	"Pro"
674	"AstraZeneca"	0	"Anti"
674	"Bharat Biotech"	0	"Anti"
674	"Moderna"	0	"Anti"
674	"Sinovac"	0	"Anti"
674	"CanSino Biologics"	0	"Anti"
674	"BioNTech/Pfizer"	0	"Anti"
674	"Johnson & Johnson"	0	"Anti"
674	"Novavax"	0	"Anti"
675	"Bharat Biotech"	0	"Anti"
675	"Sinovac"	0	"Anti"
675	"Novavax"	0	"Anti"
675	"BioNTech/Pfizer"	0	"Anti"
675	"Johnson & Johnson"	0	"Anti"
675	"CanSino Biologics"	0	"Anti"
675	"Moderna"	1	"Anti"
675	"AstraZeneca"	0	"Anti"
676	"CanSino Biologics"	0	"Neutral"
676	"Novavax"	1	"Neutral"
676	"Johnson & Johnson"	0	"Neutral"
676	"Bharat Biotech"	0	"Neutral"
676	"BioNTech/Pfizer"	1	"Neutral"
676	"Moderna"	1	"Neutral"
676	"AstraZeneca"	1	"Neutral"
676	"Sinovac"	0	"Neutral"
677	"CanSino Biologics"	0	"Neutral"
677	"Johnson & Johnson"	1	"Neutral"
677	"Moderna"	0	"Neutral"
677	"Novavax"	1	"Neutral"
677	"BioNTech/Pfizer"	0	"Neutral"
677	"AstraZeneca"	0	"Neutral"
677	"Bharat Biotech"	1	"Neutral"
677	"Sinovac"	0	"Neutral"
678	"Moderna"	1	"Anti"
678	"Sinovac"	1	"Anti"
678	"Johnson & Johnson"	0	"Anti"
678	"CanSino Biologics"	0	"Anti"
678	"AstraZeneca"	0	"Anti"
678	"Bharat Biotech"	0	"Anti"
678	"Novavax"	1	"Anti"
678	"BioNTech/Pfizer"	0	"Anti"
679	"BioNTech/Pfizer"	1	"Neutral"
679	"Bharat Biotech"	0	"Neutral"
679	"CanSino Biologics"	0	"Neutral"
679	"Novavax"	0	"Neutral"
679	"Moderna"	1	"Neutral"
679	"Johnson & Johnson"	0	"Neutral"
679	"AstraZeneca"	1	"Neutral"
679	"Sinovac"	0	"Neutral"
680	"Johnson & Johnson"	0	"Anti"
680	"CanSino Biologics"	0	"Anti"
680	"Bharat Biotech"	1	"Anti"
680	"Moderna"	0	"Anti"
680	"Sinovac"	0	"Anti"
680	"Novavax"	0	"Anti"
680	"BioNTech/Pfizer"	1	"Anti"
680	"AstraZeneca"	0	"Anti"
681	"Moderna"	0	"Anti"
681	"CanSino Biologics"	0	"Anti"
681	"AstraZeneca"	0	"Anti"
681	"Novavax"	0	"Anti"
681	"Sinovac"	0	"Anti"
681	"BioNTech/Pfizer"	0	"Anti"
681	"Bharat Biotech"	0	"Anti"
681	"Johnson & Johnson"	0	"Anti"
682	"CanSino Biologics"	0	"Pro"
682	"Bharat Biotech"	1	"Pro"
682	"AstraZeneca"	0	"Pro"
682	"BioNTech/Pfizer"	0	"Pro"
682	"Sinovac"	0	"Pro"
682	"Johnson & Johnson"	0	"Pro"
682	"Novavax"	0	"Pro"
682	"Moderna"	0	"Pro"
683	"Moderna"	1	"Anti"
683	"Novavax"	1	"Anti"
683	"AstraZeneca"	0	"Anti"
683	"Bharat Biotech"	1	"Anti"
683	"Johnson & Johnson"	0	"Anti"
683	"CanSino Biologics"	0	"Anti"
683	"Sinovac"	0	"Anti"
683	"BioNTech/Pfizer"	1	"Anti"
684	"CanSino Biologics"	0	"Neutral"
684	"Moderna"	1	"Neutral"
684	"Novavax"	1	"Neutral"
684	"BioNTech/Pfizer"	1	"Neutral"
684	"AstraZeneca"	1	"Neutral"
684	"Bharat Biotech"	1	"Neutral"
684	"Johnson & Johnson"	1	"Neutral"
684	"Sinovac"	0	"Neutral"
685	"Bharat Biotech"	0	"Anti"
685	"Johnson & Johnson"	0	"Anti"
685	"Sinovac"	0	"Anti"
685	"CanSino Biologics"	0	"Anti"
685	"BioNTech/Pfizer"	0	"Anti"
685	"AstraZeneca"	0	"Anti"
685	"Novavax"	0	"Anti"
685	"Moderna"	0	"Anti"
686	"Johnson & Johnson"	1	"Anti"
686	"BioNTech/Pfizer"	0	"Anti"
686	"AstraZeneca"	0	"Anti"
686	"Moderna"	0	"Anti"
686	"CanSino Biologics"	1	"Anti"
686	"Bharat Biotech"	1	"Anti"
686	"Novavax"	0	"Anti"
686	"Sinovac"	0	"Anti"
687	"Bharat Biotech"	1	"Neutral"
687	"Johnson & Johnson"	0	"Neutral"
687	"CanSino Biologics"	0	"Neutral"
687	"BioNTech/Pfizer"	1	"Neutral"
687	"Moderna"	0	"Neutral"
687	"Sinovac"	0	"Neutral"
687	"AstraZeneca"	1	"Neutral"
687	"Novavax"	0	"Neutral"
688	"BioNTech/Pfizer"	1	"Neutral"
688	"Moderna"	1	"Neutral"
688	"AstraZeneca"	1	"Neutral"
688	"Johnson & Johnson"	0	"Neutral"
688	"Bharat Biotech"	1	"Neutral"
688	"Sinovac"	0	"Neutral"
688	"Novavax"	0	"Neutral"
688	"CanSino Biologics"	0	"Neutral"
689	"Moderna"	1	"Pro"
689	"Johnson & Johnson"	0	"Pro"
689	"BioNTech/Pfizer"	1	"Pro"
689	"CanSino Biologics"	0	"Pro"
689	"Novavax"	0	"Pro"
689	"Bharat Biotech"	0	"Pro"
689	"Sinovac"	0	"Pro"
689	"AstraZeneca"	0	"Pro"
690	"Novavax"	1	"Pro"
690	"BioNTech/Pfizer"	0	"Pro"
690	"Bharat Biotech"	1	"Pro"
690	"Johnson & Johnson"	0	"Pro"
690	"Sinovac"	1	"Pro"
690	"AstraZeneca"	1	"Pro"
690	"CanSino Biologics"	0	"Pro"
690	"Moderna"	1	"Pro"
691	"Sinovac"	1	"Neutral"
691	"Novavax"	0	"Neutral"
691	"CanSino Biologics"	0	"Neutral"
691	"Johnson & Johnson"	1	"Neutral"
691	"Bharat Biotech"	1	"Neutral"
691	"AstraZeneca"	1	"Neutral"
691	"BioNTech/Pfizer"	1	"Neutral"
691	"Moderna"	1	"Neutral"
692	"AstraZeneca"	1	"Pro"
692	"Sinovac"	0	"Pro"
692	"CanSino Biologics"	0	"Pro"
692	"Johnson & Johnson"	1	"Pro"
692	"Novavax"	1	"Pro"
692	"BioNTech/Pfizer"	1	"Pro"
692	"Moderna"	1	"Pro"
692	"Bharat Biotech"	1	"Pro"
693	"AstraZeneca"	1	"Neutral"
693	"Bharat Biotech"	0	"Neutral"
693	"BioNTech/Pfizer"	1	"Neutral"
693	"Sinovac"	0	"Neutral"
693	"Novavax"	1	"Neutral"
693	"Johnson & Johnson"	1	"Neutral"
693	"Moderna"	1	"Neutral"
693	"CanSino Biologics"	1	"Neutral"
694	"Bharat Biotech"	1	"Neutral"
694	"Sinovac"	0	"Neutral"
694	"AstraZeneca"	0	"Neutral"
694	"Johnson & Johnson"	0	"Neutral"
694	"CanSino Biologics"	1	"Neutral"
694	"Novavax"	1	"Neutral"
694	"Moderna"	0	"Neutral"
694	"BioNTech/Pfizer"	0	"Neutral"
695	"CanSino Biologics"	1	"Neutral"
695	"Bharat Biotech"	1	"Neutral"
695	"Novavax"	1	"Neutral"
695	"Sinovac"	0	"Neutral"
695	"AstraZeneca"	1	"Neutral"
695	"BioNTech/Pfizer"	0	"Neutral"
695	"Johnson & Johnson"	0	"Neutral"
695	"Moderna"	1	"Neutral"
696	"CanSino Biologics"	0	"Neutral"
696	"Sinovac"	0	"Neutral"
696	"Moderna"	1	"Neutral"
696	"Novavax"	0	"Neutral"
696	"AstraZeneca"	0	"Neutral"
696	"Johnson & Johnson"	0	"Neutral"
696	"BioNTech/Pfizer"	0	"Neutral"
696	"Bharat Biotech"	1	"Neutral"
697	"Moderna"	1	"Neutral"
697	"Novavax"	1	"Neutral"
697	"CanSino Biologics"	1	"Neutral"
697	"Johnson & Johnson"	1	"Neutral"
697	"BioNTech/Pfizer"	1	"Neutral"
697	"AstraZeneca"	1	"Neutral"
697	"Bharat Biotech"	1	"Neutral"
697	"Sinovac"	0	"Neutral"
698	"Bharat Biotech"	1	"Anti"
698	"AstraZeneca"	0	"Anti"
698	"Novavax"	1	"Anti"
698	"Moderna"	1	"Anti"
698	"Johnson & Johnson"	0	"Anti"
698	"CanSino Biologics"	0	"Anti"
698	"Sinovac"	0	"Anti"
698	"BioNTech/Pfizer"	1	"Anti"
699	"Bharat Biotech"	1	"Pro"
699	"Johnson & Johnson"	0	"Pro"
699	"AstraZeneca"	1	"Pro"
699	"Moderna"	1	"Pro"
699	"BioNTech/Pfizer"	1	"Pro"
699	"CanSino Biologics"	0	"Pro"
699	"Novavax"	1	"Pro"
699	"Sinovac"	0	"Pro"
700	"Bharat Biotech"	0	"Pro"
700	"Johnson & Johnson"	0	"Pro"
700	"Moderna"	1	"Pro"
700	"AstraZeneca"	1	"Pro"
700	"Novavax"	0	"Pro"
700	"CanSino Biologics"	0	"Pro"
700	"Sinovac"	0	"Pro"
700	"BioNTech/Pfizer"	1	"Pro"
701	"Moderna"	0	"Anti"
701	"CanSino Biologics"	0	"Anti"
701	"AstraZeneca"	0	"Anti"
701	"Johnson & Johnson"	0	"Anti"
701	"Bharat Biotech"	0	"Anti"
701	"Novavax"	0	"Anti"
701	"BioNTech/Pfizer"	0	"Anti"
701	"Sinovac"	0	"Anti"
702	"Novavax"	0	"Neutral"
702	"CanSino Biologics"	0	"Neutral"
702	"Moderna"	0	"Neutral"
702	"Bharat Biotech"	0	"Neutral"
702	"Johnson & Johnson"	0	"Neutral"
702	"AstraZeneca"	0	"Neutral"
702	"Sinovac"	0	"Neutral"
702	"BioNTech/Pfizer"	0	"Neutral"
703	"BioNTech/Pfizer"	1	"Neutral"
703	"Bharat Biotech"	1	"Neutral"
703	"CanSino Biologics"	0	"Neutral"
703	"Novavax"	0	"Neutral"
703	"Sinovac"	0	"Neutral"
703	"Johnson & Johnson"	0	"Neutral"
703	"Moderna"	1	"Neutral"
703	"AstraZeneca"	0	"Neutral"
704	"CanSino Biologics"	1	"Pro"
704	"AstraZeneca"	1	"Pro"
704	"Novavax"	1	"Pro"
704	"BioNTech/Pfizer"	1	"Pro"
704	"Sinovac"	0	"Pro"
704	"Johnson & Johnson"	1	"Pro"
704	"Bharat Biotech"	1	"Pro"
704	"Moderna"	1	"Pro"
705	"AstraZeneca"	0	"Anti"
705	"Sinovac"	0	"Anti"
705	"Moderna"	0	"Anti"
705	"Novavax"	0	"Anti"
705	"Bharat Biotech"	1	"Anti"
705	"Johnson & Johnson"	0	"Anti"
705	"BioNTech/Pfizer"	0	"Anti"
705	"CanSino Biologics"	0	"Anti"
706	"Johnson & Johnson"	0	"Neutral"
706	"BioNTech/Pfizer"	1	"Neutral"
706	"CanSino Biologics"	0	"Neutral"
706	"Moderna"	1	"Neutral"
706	"AstraZeneca"	0	"Neutral"
706	"Novavax"	0	"Neutral"
706	"Sinovac"	1	"Neutral"
706	"Bharat Biotech"	0	"Neutral"
707	"Novavax"	1	"Anti"
707	"CanSino Biologics"	0	"Anti"
707	"Sinovac"	0	"Anti"
707	"BioNTech/Pfizer"	0	"Anti"
707	"Moderna"	0	"Anti"
707	"Johnson & Johnson"	0	"Anti"
707	"Bharat Biotech"	1	"Anti"
707	"AstraZeneca"	0	"Anti"
708	"BioNTech/Pfizer"	0	"Neutral"
708	"CanSino Biologics"	0	"Neutral"
708	"Bharat Biotech"	0	"Neutral"
708	"Johnson & Johnson"	0	"Neutral"
708	"Sinovac"	0	"Neutral"
708	"Novavax"	0	"Neutral"
708	"Moderna"	1	"Neutral"
708	"AstraZeneca"	0	"Neutral"
709	"Novavax"	0	"Anti"
709	"Moderna"	0	"Anti"
709	"AstraZeneca"	0	"Anti"
709	"Bharat Biotech"	0	"Anti"
709	"CanSino Biologics"	0	"Anti"
709	"Johnson & Johnson"	0	"Anti"
709	"BioNTech/Pfizer"	0	"Anti"
709	"Sinovac"	0	"Anti"
710	"Bharat Biotech"	0	"Neutral"
710	"Novavax"	1	"Neutral"
710	"BioNTech/Pfizer"	0	"Neutral"
710	"Moderna"	0	"Neutral"
710	"AstraZeneca"	0	"Neutral"
710	"Sinovac"	1	"Neutral"
710	"CanSino Biologics"	1	"Neutral"
710	"Johnson & Johnson"	0	"Neutral"
711	"Novavax"	1	"Neutral"
711	"CanSino Biologics"	0	"Neutral"
711	"BioNTech/Pfizer"	1	"Neutral"
711	"AstraZeneca"	1	"Neutral"
711	"Bharat Biotech"	1	"Neutral"
711	"Sinovac"	1	"Neutral"
711	"Johnson & Johnson"	1	"Neutral"
711	"Moderna"	1	"Neutral"
712	"AstraZeneca"	0	"Neutral"
712	"BioNTech/Pfizer"	0	"Neutral"
712	"Bharat Biotech"	1	"Neutral"
712	"Sinovac"	0	"Neutral"
712	"CanSino Biologics"	1	"Neutral"
712	"Novavax"	1	"Neutral"
712	"Moderna"	0	"Neutral"
712	"Johnson & Johnson"	0	"Neutral"
713	"Johnson & Johnson"	0	"Anti"
713	"BioNTech/Pfizer"	0	"Anti"
713	"Sinovac"	0	"Anti"
713	"AstraZeneca"	0	"Anti"
713	"Moderna"	0	"Anti"
713	"Novavax"	0	"Anti"
713	"CanSino Biologics"	0	"Anti"
713	"Bharat Biotech"	0	"Anti"
714	"AstraZeneca"	1	"Anti"
714	"Sinovac"	0	"Anti"
714	"Bharat Biotech"	0	"Anti"
714	"Novavax"	0	"Anti"
714	"BioNTech/Pfizer"	1	"Anti"
714	"CanSino Biologics"	0	"Anti"
714	"Moderna"	1	"Anti"
